                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    935,                0.25146,                0.30798,                0.20306,                0.83077,                0.92989,                0.98155,                0.99042,                0.94905,                0.92989,                0.98155,                0.99042,                0.94681,                0.30195,                0.39283,                0.32052,                0.93644,              0.0010254,              0.0010254,              0.0010254
                    936,                0.25808,                0.32477,                0.21144,                0.82246,                0.92853,                0.98094,                0.98912,                0.95078,                0.92853,                0.98094,                0.98912,                0.96459,                 0.3047,                0.42475,                 0.3213,                0.92725,              0.0010247,              0.0010247,              0.0010247
                    937,                0.26589,                0.33601,                 0.2101,                0.81912,                0.92704,                0.98039,                0.98838,                0.94496,                0.92704,                0.98039,                0.98838,                0.95805,                0.30453,                 0.4358,                0.32074,                0.92158,              0.0010241,              0.0010241,              0.0010241
                    938,                0.25564,                 0.3234,                0.21352,                 0.8378,                0.92502,                0.97994,                0.98634,                0.94883,                0.92502,                0.97994,                0.98634,                0.96002,                 0.3045,                0.44249,                0.32126,                0.92147,              0.0010234,              0.0010234,              0.0010234
                    939,                0.25373,                0.32888,                0.20255,                0.82226,                0.92424,                0.97976,                0.98542,                0.94811,                0.92424,                0.97976,                0.98542,                0.96366,                0.30603,                0.45653,                0.32126,                 0.9174,              0.0010227,              0.0010227,              0.0010227
                    940,                0.25699,                0.30508,                0.21072,                0.83122,                0.92302,                0.98953,                 0.9848,                0.93706,                0.92302,                0.98953,                 0.9848,                0.94548,                0.31789,                0.49332,                0.33464,                 0.9235,               0.001022,               0.001022,               0.001022
                    941,                0.25816,                0.36257,                0.21804,                0.81743,                0.94035,                0.94048,                0.98035,                0.93895,                0.94035,                0.94048,                0.98035,                0.94432,                0.31727,                0.48831,                0.36385,                0.92461,              0.0010213,              0.0010213,              0.0010213
                    942,                0.25728,                0.34746,                0.20545,                0.81351,                0.93903,                0.94048,                0.98073,                0.93735,                0.93903,                0.94048,                0.98073,                0.94949,                0.30758,                0.47602,                0.37423,                0.91909,              0.0010206,              0.0010206,              0.0010206
                    943,                0.25247,                0.35038,                0.20898,                0.82332,                0.94027,                0.94048,                0.98273,                0.93364,                0.94027,                0.94048,                0.98273,                0.94633,                 0.2967,                0.46065,                0.38074,                0.91172,              0.0010199,              0.0010199,              0.0010199
                    944,                0.24506,                0.33745,                0.20892,                0.81574,                0.94206,                0.94048,                0.98073,                0.93652,                0.94206,                0.94048,                0.98073,                0.94877,                0.29584,                0.42736,                0.34535,                 0.9071,              0.0010192,              0.0010192,              0.0010192
                    945,                0.25026,                0.32829,                 0.2014,                0.83501,                0.94095,                0.94048,                0.97896,                0.93864,                0.94095,                0.94048,                0.97896,                0.95195,                0.30139,                0.41522,                0.33084,                0.91384,              0.0010186,              0.0010186,              0.0010186
                    946,                  0.243,                0.32064,                0.19716,                 0.8313,                0.93956,                0.94048,                0.98073,                0.93309,                0.93956,                0.94048,                0.98073,                0.95631,                0.29809,                0.41396,                0.32971,                0.91501,              0.0010179,              0.0010179,              0.0010179
                    947,                0.24725,                0.32099,                0.20517,                0.83421,                 0.9408,                0.94048,                0.97739,                 0.9336,                 0.9408,                0.94048,                0.97739,                 0.9538,                0.30154,                0.41853,                0.34382,                0.91826,              0.0010172,              0.0010172,              0.0010172
                    948,                0.25261,                0.31056,                0.20964,                0.84244,                0.94118,                0.94048,                0.96728,                0.92121,                0.94118,                0.94048,                0.96728,                0.93927,                0.31406,                0.43188,                0.34426,                0.93633,              0.0010165,              0.0010165,              0.0010165
                    949,                0.27209,                0.33965,                0.20918,                0.82935,                0.94082,                0.94048,                0.96406,                0.90485,                0.94082,                0.94048,                0.96406,                0.93191,                0.32837,                0.45173,                0.35457,                0.94968,              0.0010158,              0.0010158,              0.0010158
                    950,                0.26228,                0.32158,                0.21105,                0.83665,                0.94152,                0.94048,                0.95521,                0.89056,                0.94152,                0.94048,                0.95521,                0.92248,                0.34767,                0.48146,                0.38158,                0.96458,              0.0010151,              0.0010151,              0.0010151
                    951,                0.25738,                0.33677,                0.20958,                0.82365,                0.94386,                0.94048,                0.95398,                0.88812,                0.94386,                0.94048,                0.95398,                0.92026,                0.35632,                0.50185,                0.38696,                0.96987,              0.0010144,              0.0010144,              0.0010144
                    952,                0.25164,                0.30244,                0.20416,                0.82258,                0.94417,                0.93563,                0.95312,                0.89532,                0.94417,                0.93563,                0.95677,                 0.9186,                0.34324,                0.49691,                0.36925,                0.96498,              0.0010137,              0.0010137,              0.0010137
                    953,                 0.2717,                0.33168,                0.22239,                0.84106,                0.94181,                0.94048,                0.95286,                0.90067,                0.94181,                0.94048,                0.95851,                0.91821,                0.34894,                 0.4771,                0.39899,                0.96785,              0.0010131,              0.0010131,              0.0010131
                    954,                0.25635,                0.31654,                0.21052,                0.82123,                 0.9352,                0.94048,                0.95553,                0.90315,                 0.9352,                0.94048,                0.96446,                0.92056,                0.34832,                0.45976,                0.41208,                 0.9673,              0.0010124,              0.0010124,              0.0010124
                    955,                0.25394,                0.30938,                0.20597,                0.82685,                0.93553,                0.94048,                0.95238,                0.91045,                0.93553,                0.94048,                0.96787,                0.92821,                 0.3324,                0.45091,                0.38097,                0.95502,              0.0010117,              0.0010117,              0.0010117
                    956,                0.26758,                0.32729,                0.21483,                0.83167,                0.94084,                0.94048,                0.95945,                0.91566,                0.94084,                0.94048,                0.98501,                0.93979,                0.30802,                 0.4283,                0.31948,                0.93652,               0.001011,               0.001011,               0.001011
                    957,                 0.2608,                0.30833,                0.21064,                0.82917,                0.94411,                0.94048,                0.96343,                0.91908,                0.94411,                0.94048,                0.98805,                0.94797,                0.30017,                0.42012,                0.32223,                0.92939,              0.0010103,              0.0010103,              0.0010103
                    958,                0.24391,                0.28971,                0.20807,                0.81825,                0.94653,                0.94048,                0.96506,                0.91861,                0.92353,                0.99216,                0.99135,                0.94378,                0.29445,                0.42709,                0.32001,                0.92096,              0.0010096,              0.0010096,              0.0010096
                    959,                0.26771,                0.34865,                0.22224,                0.82431,                0.96324,                 0.9402,                 0.9684,                0.91913,                0.95408,                0.94299,                0.99062,                0.94444,                0.28846,                 0.4322,                0.32062,                0.91278,              0.0010089,              0.0010089,              0.0010089
                    960,                0.25477,                0.30546,                0.20781,                0.81596,                 0.9631,                0.93728,                0.97921,                0.92251,                 0.9631,                0.93728,                0.97921,                0.95303,                0.28664,                0.45409,                0.31711,                0.91449,              0.0010082,              0.0010082,              0.0010082
                    961,                0.25181,                0.30664,                0.20339,                0.84033,                0.96298,                0.93658,                 0.9879,                0.93335,                0.96298,                0.93658,                 0.9879,                0.95957,                0.28849,                0.45481,                0.31161,                0.91594,              0.0010076,              0.0010076,              0.0010076
                    962,                0.24985,                0.32702,                0.20678,                0.82393,                0.96549,                 0.9429,                0.99062,                0.92356,                0.96549,                 0.9429,                0.99062,                0.95935,                0.29478,                0.45239,                0.30997,                 0.9247,              0.0010069,              0.0010069,              0.0010069
                    963,                0.25675,                0.32793,                0.20619,                0.83799,                0.96046,                0.94337,                0.99062,                 0.9272,                0.96046,                0.94337,                0.99062,                 0.9591,                0.29957,                 0.4394,                 0.3164,                0.93215,              0.0010062,              0.0010062,              0.0010062
                    964,                0.27189,                0.32048,                0.21984,                0.83947,                0.92264,                0.98562,                0.99135,                0.94019,                0.92264,                0.98562,                0.99135,                0.96463,                0.29281,                0.42385,                 0.3293,                0.93213,              0.0010055,              0.0010055,              0.0010055
                    965,                0.24549,                0.30859,                0.20379,                0.83182,                0.95188,                0.94048,                0.98754,                0.94063,                0.95188,                0.94048,                0.98754,                0.96265,                0.28356,                0.40824,                0.32809,                0.92699,              0.0010048,              0.0010048,              0.0010048
                    966,                0.25647,                 0.3105,                 0.2044,                0.83025,                0.94906,                0.94048,                0.98754,                0.94338,                0.94906,                0.94048,                0.98754,                0.96302,                  0.284,                0.39961,                 0.3257,                 0.9288,              0.0010041,              0.0010041,              0.0010041
                    967,                0.26448,                0.33818,                0.21029,                0.83617,                0.94569,                0.94048,                0.98754,                0.94898,                0.94569,                0.94048,                0.98754,                0.97112,                0.28347,                0.39194,                0.33038,                 0.9279,              0.0010034,              0.0010034,              0.0010034
                    968,                0.24676,                0.31261,                0.20382,                0.81756,                0.94342,                0.94048,                0.98642,                0.94866,                0.94342,                0.94048,                0.98642,                0.94652,                0.28712,                 0.3849,                0.31336,                0.92903,              0.0010027,              0.0010027,              0.0010027
                    969,                0.24389,                0.30897,                0.20417,                0.81205,                0.94224,                0.94048,                0.98378,                0.94455,                0.94224,                0.94048,                0.98378,                0.95206,                0.28721,                0.38493,                 0.3025,                 0.9295,              0.0010021,              0.0010021,              0.0010021
                    970,                0.24744,                0.29824,                0.20323,                0.82911,                0.94188,                0.94048,                0.98301,                0.93901,                0.94188,                0.94048,                0.98301,                0.94814,                0.28936,                0.38747,                0.30164,                0.93149,              0.0010014,              0.0010014,              0.0010014
                    971,                0.25809,                0.33509,                0.20976,                 0.8439,                0.93702,                0.98214,                 0.9895,                0.94391,                0.93702,                0.98214,                 0.9895,                0.96274,                0.30095,                0.39611,                0.29569,                0.92906,              0.0010007,              0.0010007,              0.0010007
                    972,                0.26624,                0.32754,                 0.2164,                0.83686,                0.94333,                 0.9786,                0.99164,                0.93709,                0.94333,                 0.9786,                0.99164,                0.96509,                0.31198,                0.41333,                0.29803,                0.93397,             0.00099999,             0.00099999,             0.00099999
                    973,                0.25594,                0.31895,                0.21015,                0.81812,                0.94408,                0.97844,                0.99273,                0.93804,                0.94081,                0.94048,                0.98965,                0.96271,                0.30504,                0.42161,                0.29308,                0.93169,              0.0009993,              0.0009993,              0.0009993
                    974,                0.25339,                 0.3075,                0.20351,                0.83819,                0.94407,                0.97816,                0.99273,                0.94138,                0.93968,                0.94048,                0.98965,                0.95749,                0.30224,                0.42052,                0.28714,                0.93039,             0.00099862,             0.00099862,             0.00099862
                    975,                 0.2567,                0.31312,                0.19934,                0.82428,                0.94254,                0.97963,                0.99313,                 0.9379,                0.93872,                0.94048,                0.99005,                0.96331,                0.29855,                0.41355,                0.28584,                0.92504,             0.00099793,             0.00099793,             0.00099793
                    976,                0.25283,                0.32045,                0.19904,                0.82991,                0.93976,                0.97859,                0.99241,                0.93192,                0.94362,                0.94048,                0.98933,                0.94981,                0.30094,                0.41569,                 0.2841,                0.91619,             0.00099724,             0.00099724,             0.00099724
                    977,                0.24022,                0.29678,                0.19153,                0.82471,                 0.9387,                0.97879,                0.99135,                0.94021,                0.94415,                0.94048,                0.98827,                0.94325,                0.30622,                0.42369,                0.27815,                0.91656,             0.00099655,             0.00099655,             0.00099655
                    978,                0.23489,                0.31513,                 0.1952,                0.81012,                0.93819,                 0.9794,                0.99135,                0.94482,                0.94568,                0.94048,                0.98827,                0.95408,                0.30876,                0.43069,                0.27901,                0.91555,             0.00099587,             0.00099587,             0.00099587
                    979,                0.25728,                0.31152,                0.20081,                0.83702,                0.92671,                0.97846,                0.99097,                0.94512,                0.94569,                0.94048,                 0.9879,                0.94939,                0.30952,                0.43824,                0.28743,                0.91484,             0.00099518,             0.00099518,             0.00099518
                    980,                0.26248,                0.32356,                0.21644,                0.83937,                0.92421,                0.97384,                0.99097,                0.94097,                0.92421,                0.97384,                0.99097,                0.94981,                0.32081,                0.46842,                0.28866,                0.92313,             0.00099449,             0.00099449,             0.00099449
                    981,                0.24587,                0.29596,                0.20171,                0.82266,                0.92387,                0.97498,                0.99097,                0.94408,                0.92387,                0.97498,                0.99097,                0.95178,                0.31547,                0.48281,                0.29365,                 0.9265,              0.0009938,              0.0009938,              0.0009938
                    982,                  0.257,                0.30193,                0.20198,                0.84497,                 0.9236,                0.97733,                0.99097,                0.95113,                 0.9236,                0.97733,                0.99097,                0.94881,                0.30321,                0.48762,                0.27878,                0.93169,             0.00099312,             0.00099312,             0.00099312
                    983,                0.26261,                0.32935,                 0.2127,                0.82507,                0.92332,                0.97446,                0.99097,                0.95345,                0.92332,                0.97446,                0.99097,                0.96073,                0.29801,                0.48306,                0.28328,                0.93968,             0.00099243,             0.00099243,             0.00099243
                    984,                0.24563,                0.31234,                0.20965,                0.82005,                  0.933,                0.94048,                0.98772,                0.93377,                  0.933,                0.94048,                0.98508,                0.95387,                0.32225,                0.48845,                0.30335,                0.96307,             0.00099174,             0.00099174,             0.00099174
                    985,                0.25674,                0.30838,                0.20846,                0.82961,                 0.8955,                0.99533,                0.98737,                0.92845,                0.92645,                0.94048,                0.98245,                0.95195,                0.32266,                0.49807,                0.31522,                0.96994,             0.00099105,             0.00099105,             0.00099105
                    986,                0.25613,                0.33428,                0.20274,                0.82914,                0.89701,                0.99709,                0.98682,                0.92241,                0.92657,                0.94048,                0.98189,                0.94157,                0.33016,                0.51225,                0.32033,                 0.9711,             0.00099036,             0.00099036,             0.00099036
                    987,                0.26136,                0.33291,                0.20954,                 0.8297,                0.89555,                0.99497,                 0.9862,                 0.9336,                0.89555,                0.99497,                 0.9862,                0.94794,                0.32356,                0.51691,                0.31808,                0.96276,             0.00098968,             0.00098968,             0.00098968
                    988,                0.25853,                0.33234,                0.21196,                0.83428,                0.94366,                0.94048,                0.98635,                0.95635,                0.94366,                0.94048,                0.98635,                0.96186,                0.29761,                0.50633,                0.30768,                0.94587,             0.00098899,             0.00098899,             0.00098899
                    989,                0.23584,                0.31682,                0.19412,                0.82692,                0.92368,                0.98422,                0.98943,                0.95426,                0.92368,                0.98422,                0.98943,                 0.9607,                0.29238,                0.49728,                0.31279,                0.94445,              0.0009883,              0.0009883,              0.0009883
                    990,                0.25381,                0.30399,                0.20656,                0.84136,                0.90948,                0.99501,                0.98906,                0.95011,                0.90948,                0.99501,                0.98906,                0.96026,                0.29008,                0.48903,                0.31379,                0.94133,             0.00098761,             0.00098761,             0.00098761
                    991,                0.25269,                0.32999,                0.21646,                0.84346,                0.94161,                0.93898,                0.98598,                0.94124,                0.90867,                0.99726,                0.98906,                0.95185,                0.29364,                0.47557,                0.31268,                0.94483,             0.00098693,             0.00098693,             0.00098693
                    992,                 0.2655,                0.34159,                0.21176,                0.83355,                0.93837,                0.93752,                0.98709,                 0.9312,                0.92216,                0.99708,                0.99017,                0.95019,                0.30613,                0.48109,                 0.3145,                0.96237,             0.00098624,             0.00098624,             0.00098624
                    993,                0.25095,                0.32967,                0.21216,                0.81659,                0.92169,                0.99701,                0.98966,                0.93721,                0.92169,                0.99701,                0.98966,                0.94772,                0.31181,                0.51082,                0.31576,                0.96643,             0.00098555,             0.00098555,             0.00098555
                    994,                0.27313,                 0.3429,                0.21713,                0.83995,                 0.9221,                0.99697,                0.98966,                0.93484,                 0.9221,                0.99697,                0.98966,                0.94193,                0.31195,                0.54437,                 0.3135,                0.96911,             0.00098486,             0.00098486,             0.00098486
                    995,                0.25099,                0.31528,                0.20464,                 0.8193,                0.92308,                0.99704,                0.98889,                0.92377,                0.92308,                0.99704,                0.98889,                0.93763,                0.31738,                 0.5787,                0.30832,                0.97067,             0.00098418,             0.00098418,             0.00098418
                    996,                0.26778,                0.33552,                0.21001,                0.83881,                0.94414,                 0.9401,                0.97545,                0.88456,                0.94414,                 0.9401,                0.97545,                0.92534,                0.33287,                0.58038,                0.33095,                0.98197,             0.00098349,             0.00098349,             0.00098349
                    997,                0.25662,                0.32122,                0.20393,                0.82166,                0.94393,                0.94048,                0.97044,                0.88522,                0.94393,                0.94048,                0.97044,                 0.9257,                0.33522,                0.58386,                0.34853,                 0.9849,              0.0009828,              0.0009828,              0.0009828
                    998,                0.24266,                 0.3108,                0.19779,                0.83843,                0.92362,                0.99138,                0.98619,                0.89864,                0.92362,                0.99138,                0.98619,                0.92381,                0.33147,                0.58591,                0.33623,                0.97972,             0.00098211,             0.00098211,             0.00098211
                    999,                0.26217,                0.32408,                0.21146,                0.83245,                0.92008,                0.99211,                0.99017,                0.91331,                0.92008,                0.99211,                0.99017,                0.93805,                0.32602,                0.57327,                0.32137,                0.97151,             0.00098143,             0.00098143,             0.00098143
                   1000,                0.25348,                 0.3278,                0.20121,                0.83055,                0.91941,                0.98982,                0.99017,                0.92425,                0.91941,                0.98982,                0.99017,                0.93811,                0.31572,                0.55714,                0.30757,                0.96459,             0.00098074,             0.00098074,             0.00098074
                   1001,                0.24982,                0.30675,                0.20792,                0.83589,                0.91939,                0.98664,                0.98943,                0.92074,                0.91939,                0.98664,                0.98943,                0.94369,                0.30766,                0.54092,                0.30266,                 0.9631,             0.00098005,             0.00098005,             0.00098005
                   1002,                0.23999,                0.30979,                0.20378,                0.81399,                 0.9271,                0.97918,                0.98943,                0.92933,                 0.9271,                0.97918,                0.98943,                0.95095,                0.30473,                0.51371,                0.30561,                 0.9647,             0.00097936,             0.00097936,             0.00097936
                   1003,                0.25412,                0.31515,                0.20635,                0.81912,                0.93134,                 0.9817,                0.98943,                0.92712,                0.93134,                 0.9817,                0.98943,                0.95199,                0.29935,                0.48159,                0.30568,                0.95476,             0.00097867,             0.00097867,             0.00097867
                   1004,                0.24582,                0.30358,                0.20095,                0.82085,                0.93126,                0.97948,                0.99017,                0.92128,                0.93126,                0.97948,                0.99017,                0.95628,                0.29894,                0.43054,                0.31394,                0.94933,             0.00097799,             0.00097799,             0.00097799
                   1005,                  0.244,                0.31479,                0.20108,                0.82686,                0.92343,                0.98017,                0.99017,                0.93031,                0.92343,                0.98017,                0.99017,                0.95967,                0.29702,                0.41508,                0.31266,                0.94766,              0.0009773,              0.0009773,              0.0009773
                   1006,                0.24553,                0.30766,                0.20237,                0.82846,                0.91979,                0.98415,                0.99073,                0.92629,                0.91979,                0.98415,                0.99073,                0.95858,                0.29625,                0.41094,                0.31479,                0.94652,             0.00097661,             0.00097661,             0.00097661
                   1007,                0.25666,                0.31699,                0.20809,                0.82031,                0.88168,                0.98456,                0.98457,                0.92316,                0.88168,                0.98456,                0.98457,                0.95405,                0.29785,                0.41302,                0.31768,                0.94674,             0.00097592,             0.00097592,             0.00097592
                   1008,                0.25874,                0.30059,                0.20261,                0.82698,                0.88216,                0.98624,                0.98457,                0.92424,                0.88216,                0.98624,                0.98457,                0.95291,                0.30548,                0.43729,                0.33689,                0.95121,             0.00097524,             0.00097524,             0.00097524
                   1009,                0.25009,                 0.3046,                0.20101,                0.83013,                0.90003,                0.95916,                 0.9842,                0.92532,                0.90003,                0.95916,                 0.9842,                0.95754,                0.30581,                0.44222,                0.32991,                0.94845,             0.00097455,             0.00097455,             0.00097455
                   1010,                0.24393,                 0.2855,                0.19879,                0.82033,                0.90063,                0.95801,                 0.9842,                0.92164,                0.90063,                0.95801,                 0.9842,                 0.9577,                 0.3021,                0.43974,                0.33518,                0.95363,             0.00097386,             0.00097386,             0.00097386
                   1011,                0.25269,                0.30296,                 0.1988,                0.83366,                0.89902,                 0.9379,                0.98095,                0.91911,                0.89902,                 0.9379,                0.98095,                0.95439,                0.30222,                0.44093,                0.34032,                0.96146,             0.00097317,             0.00097317,             0.00097317
                   1012,                0.25428,                0.32867,                0.20545,                0.83183,                0.90529,                0.98214,                0.98765,                0.92029,                0.90529,                0.98214,                0.98765,                 0.9564,                0.31004,                0.46857,                0.34134,                0.97099,             0.00097249,             0.00097249,             0.00097249
                   1013,                0.25033,                0.29997,                0.19968,                0.83458,                0.90443,                0.98214,                0.98765,                0.91277,                0.90443,                0.98214,                0.98765,                0.95628,                0.31048,                0.48345,                0.33848,                0.97068,              0.0009718,              0.0009718,              0.0009718
                   1014,                0.24052,                0.29914,                 0.1961,                 0.8156,                0.90478,                0.98214,                0.98765,                0.91282,                0.90478,                0.98214,                0.98765,                0.95387,                0.30888,                0.48909,                0.33405,                0.97122,             0.00097111,             0.00097111,             0.00097111
                   1015,                0.24715,                0.31084,                0.20742,                0.82357,                0.94434,                0.98214,                0.99073,                0.92375,                0.94434,                0.98214,                0.99073,                0.96267,                0.30823,                0.48951,                0.33293,                0.96731,             0.00097042,             0.00097042,             0.00097042
                   1016,                0.27266,                0.34063,                0.22229,                0.85108,                0.94346,                0.98214,                0.99073,                0.92619,                0.94346,                0.98214,                0.99073,                0.95644,                0.32051,                0.48654,                0.31304,                0.97958,             0.00096974,             0.00096974,             0.00096974
                   1017,                0.24565,                 0.3062,                0.20858,                0.81989,                0.94209,                0.98214,                0.99073,                0.92313,                0.94209,                0.98214,                0.99073,                 0.9572,                0.32049,                0.48571,                 0.3083,                0.98251,             0.00096905,             0.00096905,             0.00096905
                   1018,                 0.2389,                0.29879,                0.19558,                0.82417,                0.93973,                0.98022,                0.99073,                0.92575,                0.93973,                0.98022,                0.99073,                0.95502,                0.31471,                0.48177,                0.30768,                0.97969,             0.00096836,             0.00096836,             0.00096836
                   1019,                0.24048,                0.29521,                 0.2005,                0.82337,                0.93714,                0.97333,                0.99073,                0.92211,                0.93714,                0.97333,                0.99073,                0.95084,                0.31337,                0.47855,                0.30361,                 0.9809,             0.00096767,             0.00096767,             0.00096767
                   1020,                0.25967,                0.34766,                0.20759,                0.82953,                 0.9459,                0.94048,                0.97958,                0.91162,                 0.9459,                0.94048,                0.97958,                  0.953,                0.31786,                0.48325,                0.30363,                 0.9834,             0.00096699,             0.00096699,             0.00096699
                   1021,                0.24561,                0.32201,                0.19847,                0.83025,                0.94652,                0.94048,                0.97958,                0.91231,                0.94652,                0.94048,                0.97958,                0.95319,                0.31897,                0.49286,                 0.2995,                0.98234,              0.0009663,              0.0009663,              0.0009663
                   1022,                0.26891,                0.34511,                0.21623,                0.84136,                0.92312,                0.98905,                0.99135,                0.91361,                0.92312,                0.98905,                0.99135,                0.96118,                0.31925,                 0.4991,                0.29014,                0.98001,             0.00096561,             0.00096561,             0.00096561
                   1023,                0.25152,                0.33326,                0.20188,                0.82497,                 0.9368,                0.96988,                0.99135,                0.92022,                 0.9368,                0.96988,                0.99135,                0.96106,                0.31783,                 0.4994,                0.28576,                0.97577,             0.00096492,             0.00096492,             0.00096492
                   1024,                0.24961,                0.33875,                0.21293,                0.83269,                0.94102,                0.98137,                0.99097,                0.92247,                0.94102,                0.98137,                0.99097,                 0.9617,                0.32773,                0.49528,                0.29618,                0.95826,             0.00096423,             0.00096423,             0.00096423
                   1025,                 0.2582,                0.32914,                0.19834,                0.82791,                0.94279,                0.98175,                0.99062,                0.91364,                0.94279,                0.98175,                0.99062,                0.95388,                0.33474,                0.50085,                 0.3015,                  0.955,             0.00096355,             0.00096355,             0.00096355
                   1026,                0.25189,                0.30489,                0.19578,                0.82936,                0.94079,                0.98058,                0.99062,                 0.9144,                0.94079,                0.98058,                0.99062,                0.95033,                0.33773,                0.50677,                0.31403,                0.95605,             0.00096286,             0.00096286,             0.00096286
                   1027,                0.26236,                0.32788,                0.20622,                0.82478,                0.93813,                0.97547,                0.99062,                0.91162,                0.93813,                0.97547,                0.99062,                0.94807,                0.34189,                0.51185,                 0.3186,                0.95801,             0.00096217,             0.00096217,             0.00096217
                   1028,                0.26229,                0.32967,                0.20689,                0.83481,                0.93651,                0.96586,                0.98912,                0.90462,                0.93651,                0.96586,                0.98912,                0.94692,                0.34005,                0.51173,                0.34641,                0.96011,             0.00096148,             0.00096148,             0.00096148
